0.005 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.395
0.015 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.385
0.025 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.375
0.035 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.365
0.045 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.355
0.055 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.345
0.065 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.335
0.075 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.325
0.085 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.315
0.095 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.305
0.105 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.295
0.115 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.285
0.125 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.275
0.135 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.265
0.145 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.255
0.155 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.245
0.165 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.235
0.175 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.225
0.185 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.215
0.195 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.205
0.205 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.195
0.215 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.185
0.225 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.175
0.235 1.3765 0.3948 1.57 1.3765 0.3948 1.57 -0.165
0.245 1.37651 0.394795 1.57001 1.3798 0.391474 1.57633 -0.155
0.255 1.12497 0.160385 1.19766 1.12167 0.163781 1.2292 -0.145
0.265 1 0 1 1 0 1 -0.135
0.275 1 0 1 1 0 1 -0.125
0.285 1 0 1 1 0 1 -0.115
0.295 1 0 1 1 0 1 -0.105
0.305 1 0 1 1 0 1 -0.095
0.315 1 0 1 1 0 1 -0.085
0.325 1 0 1 1 0 1 -0.075
0.335 1 0 1 1 0 1 -0.065
0.345 1 0 1 1 0 1 -0.055
0.355 1 0 1 1 0 1 -0.045
0.365 1 0 1 1 0 1 -0.035
0.375 1 0 1 0.138 0 1 -0.025
0.385 1 0 1 0.138 0 1 -0.015
0.395 1 0 1 0.138 0 1 -0.005
0.405 1 0 1 0.138 0 1 0.005
0.415 1 0 1 0.138 0 1 0.015
0.425 1 0 1 0.138 0 1 0.025
0.435 1 0 1 0.138 0 1 0.035
0.445 1 0 1 0.138 0 1 0.045
0.455 1 0 1 0.138 0 1 0.055
0.465 1 0 1 0.138 0 1 0.065
0.475 1 0 1 0.138 0 1 0.075
0.485 1 0 1 0.138 0 1 0.085
0.495 1 0 1 0.138 0 1 0.095
0.505 1 0 1 0.138 0 1 0.095
0.515 1 0 1 0.138 0 1 0.085
0.525 1 0 1 0.138 0 1 0.075
0.535 1 0 1 0.138 0 1 0.065
0.545 1 0 1 0.138 0 1 0.055
0.555 1 0 1 0.138 0 1 0.045
0.565 1 0 1 0.138 0 1 0.035
0.575 1 0 1 0.138 0 1 0.025
0.585 1 0 1 0.138 0 1 0.015
0.595 1 0 1 0.138 0 1 0.005
0.605 1 0 1 0.138 0 1 -0.005
0.615 1 0 1 0.138 0 1 -0.015
0.625 1 0 1 0.138 0 1 -0.025
0.635 1 0 1 1 0 1 -0.035
0.645 1 0 1 1 0 1 -0.045
0.655 1 0 1 1 0 1 -0.055
0.665 1 0 1 1 0 1 -0.065
0.675 1 0 1 1 0 1 -0.075
0.685 1 0 1 1 0 1 -0.085
0.695 1 0 1 1 0 1 -0.095
0.705 1 0 1 1 0 1 -0.105
0.715 1 0 1 1 0 1 -0.115
0.725 1 0 1 1 0 1 -0.125
0.735 1 0 1 1 0 1 -0.135
0.745 1 0 1 1 0 1 -0.145
0.755 1 0 1 1 0 1 -0.155
0.765 1 0 1 1 0 1 -0.165
0.775 1 0 1 1 0 1 -0.175
0.785 1 0 1 1 0 1 -0.185
0.795 1 0 1 1 0 1 -0.195
0.805 1 0 1 1 0 1 -0.205
0.815 1 0 1 1 0 1 -0.215
0.825 1 0 1 1 0 1 -0.225
0.835 1 0 1 1 0 1 -0.235
0.845 1 0 1 1 0 1 -0.245
0.855 1 0 1 1 0 1 -0.255
0.865 1 0 1 1 0 1 -0.265
0.875 1 0 1 1 0 1 -0.275
0.885 1 0 1 1 0 1 -0.285
0.895 1 0 1 1 0 1 -0.295
0.905 1 0 1 1 0 1 -0.305
0.915 1 0 1 1 0 1 -0.315
0.925 1 0 1 1 0 1 -0.325
0.935 1 0 1 1 0 1 -0.335
0.945 1 0 1 1 0 1 -0.345
0.955 1 0 1 1 0 1 -0.355
0.965 1 0 1 1 0 1 -0.365
0.975 1 0 1 1 0 1 -0.375
0.985 1 0 1 1 0 1 -0.385
0.995 1 0 1 1 0 1 -0.395
